loan_size,APR,income,principal_paid,interest_paid,loan_term,status,issue_date
2000.0,  6.03%,62000.0,2000.0,117.32, 36 months,Fully Paid,Sep-2011
1200.0,  9.91%,34000.0,722.94,163.71, 36 months,Charged Off,Sep-2011
3000.0, 12.42%,76116.0,3000.0,735.69, 60 months,Fully Paid,Sep-2011
6200.0,  8.90%,65000.0,6200.0,886.13, 36 months,Fully Paid,Sep-2011
35000.0, 21.28%,109000.0,11892.44,14768.88, 60 months,Charged Off,Sep-2011
6025.0,  6.03%,65000.0,6025.0,576.21, 36 months,Fully Paid,Sep-2011
20000.0, 11.71%,81200.0,20000.0,4222.46, 60 months,Fully Paid,Sep-2011
13000.0, 12.42%,85000.0,13000.0,268.77, 60 months,Fully Paid,Sep-2011
3000.0,  8.90%,75000.0,3000.0,347.12, 36 months,Fully Paid,Sep-2011
18000.0,  7.90%,80000.0,18000.0,1668.85, 36 months,Fully Paid,Sep-2011
10000.0, 14.27%,20400.0,7994.07,3918.75, 60 months,Current,Sep-2011
2000.0,  7.90%,65000.0,2000.0,230.53, 36 months,Fully Paid,Sep-2011
12000.0, 10.65%,59000.0,12000.0,1266.71, 60 months,Fully Paid,Sep-2011
10000.0,  6.62%,120000.0,10000.0,677.09, 36 months,Fully Paid,Sep-2011
4800.0, 11.71%,38000.0,4800.0,912.73, 36 months,Fully Paid,Sep-2011
20500.0, 12.69%,40000.0,3846.47,2648.83, 60 months,Charged Off,Sep-2011
9300.0, 15.99%,42000.0,9300.0,2463.69, 36 months,Fully Paid,Sep-2011
15000.0,  7.90%,37440.0,15000.0,1335.25, 36 months,Fully Paid,Sep-2011
5000.0,  7.51%,25000.0,5000.0,597.06, 36 months,Fully Paid,Sep-2011
2000.0, 13.49%,19200.0,2000.0,440.34, 36 months,Fully Paid,Sep-2011
10800.0, 19.42%,65000.0,10800.0,5413.35, 60 months,Fully Paid,Sep-2011
14000.0, 12.42%,72000.0,14000.0,2789.1, 36 months,Fully Paid,Sep-2011
12625.0,  7.90%,55000.0,5589.72,1123.92, 36 months,Charged Off,Sep-2011
5000.0, 13.49%,30000.0,5000.0,1099.71, 36 months,Fully Paid,Sep-2011
13800.0, 22.06%,48000.0,13800.0,5698.58, 60 months,Fully Paid,Sep-2011
5000.0, 12.69%,43200.0,5000.0,1033.66, 36 months,Fully Paid,Sep-2011
35000.0, 19.42%,120000.0,24425.0,11721.04, 60 months,Fully Paid,Sep-2011
10000.0, 11.71%,74000.0,10000.0,1893.45, 36 months,Fully Paid,Sep-2011
7300.0,  7.51%,42000.0,7300.0,603.07, 36 months,Fully Paid,Sep-2011
18000.0,  7.90%,130000.0,18000.0,2275.52, 36 months,Fully Paid,Sep-2011
10000.0,  9.91%,120000.0,10000.0,1331.94, 36 months,Fully Paid,Sep-2011
4000.0, 10.65%,20000.0,4000.0,688.16, 36 months,Fully Paid,Sep-2011
22000.0, 12.69%,82600.0,22000.0,2074.21, 36 months,Fully Paid,Sep-2011
3000.0, 15.96%,58000.0,692.14,356.46, 36 months,Charged Off,Sep-2011
14400.0, 13.49%,48000.0,14400.0,2639.38, 36 months,Fully Paid,Sep-2011
3800.0,  7.90%,26400.0,3800.0,483.87, 36 months,Fully Paid,Sep-2011
2000.0,  7.90%,20400.0,1276.97,221.11, 36 months,Charged Off,Sep-2011
10000.0, 20.89%,45600.0,1949.92,1434.08, 36 months,Charged Off,Sep-2011
10000.0, 12.69%,50000.0,10000.0,2033.88, 36 months,Fully Paid,Sep-2011
12000.0, 12.42%,90000.0,12000.0,1011.58, 36 months,Fully Paid,Sep-2011
7500.0,  9.91%,51721.0,6126.16,1983.53, 60 months,Current,Sep-2011
16450.0, 10.65%,38400.0,6876.6,2161.2, 36 months,Charged Off,Sep-2011
8500.0,  7.51%,78000.0,8500.0,893.08, 36 months,Fully Paid,Sep-2011
12000.0, 16.77%,42000.0,12000.0,1435.33, 60 months,Fully Paid,Sep-2011
3600.0, 16.77%,37000.0,3600.0,1070.14, 60 months,Fully Paid,Sep-2011
29800.0, 10.65%,62352.0,29800.0,3109.6, 36 months,Fully Paid,Sep-2011
10000.0,  7.90%,62000.0,10000.0,1263.55, 36 months,Fully Paid,Sep-2011
8000.0,  6.03%,76460.0,8000.0,765.03, 36 months,Fully Paid,Sep-2011
5325.0, 11.71%,82000.0,5325.0,1011.82, 36 months,Fully Paid,Sep-2011
7500.0,  7.90%,45000.0,7500.0,50.04, 36 months,Fully Paid,Sep-2011
12000.0,  6.62%,40000.0,9814.76,1219.7, 36 months,Charged Off,Sep-2011
23000.0, 18.25%,75000.0,23000.0,4238.54, 60 months,Fully Paid,Sep-2011
2500.0,  6.03%,34000.0,2500.0,36.93, 36 months,Fully Paid,Sep-2011
5000.0, 12.69%,112732.0,5000.0,1033.02, 36 months,Fully Paid,Sep-2011
24000.0, 16.77%,74000.0,15695.22,9280.86, 60 months,Current,Sep-2011
25000.0, 12.42%,50000.0,20190.65,8428.51, 60 months,Current,Sep-2011
3000.0, 13.49%,60000.0,3000.0,660.53, 36 months,Fully Paid,Sep-2011
20000.0, 18.25%,77004.0,4776.39,5871.01, 60 months,Charged Off,Sep-2011
5000.0,  6.03%,62000.0,5000.0,293.19, 36 months,Fully Paid,Sep-2011
30000.0, 11.71%,200100.0,30000.0,5713.58, 36 months,Fully Paid,Sep-2011
12000.0, 18.64%,47900.0,5439.06,5298.14, 60 months,Charged Off,Sep-2011
4000.0, 10.65%,120000.0,4000.0,572.92, 36 months,Fully Paid,Sep-2011
12000.0,  9.91%,100000.0,12000.0,1918.05, 36 months,Fully Paid,Sep-2011
1800.0, 12.42%,57600.0,1800.0,362.37, 36 months,Fully Paid,Sep-2011
16500.0, 14.65%,110000.0,13197.48,6664.45, 60 months,Current,Sep-2011
4000.0, 13.49%,65000.0,4000.0,1401.32, 60 months,Fully Paid,Sep-2011
35000.0, 13.49%,110000.0,20065.99,9206.38, 60 months,Current,Sep-2011
10000.0,  6.03%,64500.0,10000.0,703.8, 36 months,Fully Paid,Sep-2011
18000.0, 10.65%,78000.0,689.39,471.67, 60 months,Charged Off,Sep-2011
6800.0, 13.49%,30000.0,6800.0,652.7, 60 months,Fully Paid,Sep-2011
7400.0,  6.03%,140000.0,7400.0,707.76, 36 months,Fully Paid,Sep-2011
10000.0,  6.62%,74000.0,10000.0,992.62, 36 months,Fully Paid,Sep-2011
12000.0, 13.49%,34560.0,3310.42,2465.63, 60 months,Charged Off,Sep-2011
2000.0, 10.65%,48000.0,2000.0,343.75, 36 months,Fully Paid,Sep-2011
5825.0, 14.27%,26000.0,5825.0,819.1, 36 months,Fully Paid,Sep-2011
8400.0,  7.90%,45000.0,8400.0,1061.53, 36 months,Fully Paid,Sep-2011
35000.0, 16.49%,82000.0,18225.0,4047.53, 60 months,Fully Paid,Sep-2011
15000.0, 18.25%,43000.0,1878.7,2393.23, 60 months,Charged Off,Sep-2011
16000.0, 13.49%,68000.0,16000.0,3534.16, 36 months,Fully Paid,Sep-2011
16500.0,  7.90%,47000.0,16500.0,1587.01, 36 months,Fully Paid,Sep-2011
35000.0, 17.58%,116000.0,35000.0,9898.28, 36 months,Fully Paid,Sep-2011
8000.0, 13.49%,75000.0,8000.0,1748.31, 36 months,Fully Paid,Sep-2011
30000.0, 14.27%,270000.0,20275.0,6533.02, 60 months,Fully Paid,Sep-2011
12150.0,  6.62%,32000.0,12150.0,1278.78, 36 months,Fully Paid,Sep-2011
7200.0,  7.51%,24000.0,7200.0,633.86, 36 months,Fully Paid,Sep-2011
5500.0, 13.49%,85000.0,5500.0,846.31, 36 months,Fully Paid,Sep-2011
25000.0, 14.27%,108000.0,20003.62,9790.8, 60 months,Current,Sep-2011
14000.0, 19.42%,165000.0,14000.0,7513.45, 60 months,Fully Paid,Sep-2011
7450.0, 11.71%,114996.0,7450.0,1416.55, 36 months,Fully Paid,Sep-2011
5000.0, 13.49%,26400.0,5000.0,1103.61, 36 months,Fully Paid,Sep-2011
6000.0,  7.90%,16000.0,6000.0,757.71, 36 months,Fully Paid,Sep-2011
12800.0, 12.69%,40000.0,12800.0,2648.32, 36 months,Fully Paid,Sep-2011
14000.0, 12.69%,95000.0,14000.0,2895.34, 36 months,Fully Paid,Sep-2011
9950.0, 10.65%,88771.0,9950.0,1828.13, 60 months,Fully Paid,Sep-2011
11200.0, 16.77%,42000.0,11200.0,3121.25, 36 months,Fully Paid,Sep-2011
21000.0, 12.69%,120000.0,14725.0,4842.37, 60 months,Fully Paid,Sep-2011
15000.0, 14.27%,200000.0,15000.01,2440.91, 60 months,Fully Paid,Sep-2011
6500.0,  7.51%,123000.0,6500.0,571.54, 36 months,Fully Paid,Sep-2011
6000.0,  6.03%,26232.0,6000.0,573.88, 36 months,Fully Paid,Sep-2011
15000.0,  7.90%,75000.0,15000.0,3079.38, 60 months,Fully Paid,Sep-2011
15000.0, 17.58%,60000.0,15000.0,4987.41, 60 months,Fully Paid,Sep-2011
2400.0, 10.65%,18000.0,2400.0,390.75, 36 months,Fully Paid,Sep-2011
30000.0,  9.91%,85000.0,20900.0,5013.41, 60 months,Fully Paid,Sep-2011
5000.0,  7.51%,43200.0,5000.0,91.68, 36 months,Fully Paid,Sep-2011
12375.0,  9.91%,55000.0,12375.0,1769.31, 36 months,Fully Paid,Sep-2011
14650.0, 15.27%,150000.0,14650.0,6187.3, 60 months,Fully Paid,Sep-2011
6000.0, 15.27%,21000.0,6000.0,1510.74, 36 months,Fully Paid,Sep-2011
15875.0,  7.90%,53000.0,15875.0,2006.66, 36 months,Fully Paid,Sep-2011
20000.0,  8.90%,80000.0,20000.0,2762.04, 36 months,Fully Paid,Sep-2011
35000.0, 22.06%,75000.0,4712.62,8964.02, 60 months,Charged Off,Sep-2011
4750.0, 15.27%,55500.0,1460.35,673.55, 36 months,Charged Off,Sep-2011
13000.0, 10.65%,60000.0,10546.93,3695.56, 60 months,Current,Sep-2011
7000.0, 20.89%,60000.0,7000.0,956.8, 36 months,Fully Paid,Sep-2011
11200.0,  6.62%,61200.0,11200.0,928.53, 36 months,Fully Paid,Sep-2011
16000.0, 10.65%,70000.0,16000.0,2756.43, 36 months,Fully Paid,Sep-2011
1750.0, 10.65%,78000.0,1750.0,300.87, 36 months,Fully Paid,Sep-2011
4500.0, 14.65%,75000.0,201.33,108.39, 36 months,Charged Off,Sep-2011
20375.0, 20.30%,82000.0,20375.0,5891.89, 60 months,Fully Paid,Sep-2011
3600.0, 16.77%,54804.0,3600.0,1028.19, 36 months,Fully Paid,Sep-2011
3000.0, 19.03%,24000.0,597.26,390.04, 36 months,Charged Off,Sep-2011
35000.0, 11.71%,100000.0,21602.21,8433.5, 60 months,Current,Sep-2011
15000.0, 15.96%,95000.0,15000.0,2984.51, 36 months,Fully Paid,Sep-2011
15000.0, 18.25%,150000.0,15000.0,1956.52, 60 months,Fully Paid,Sep-2011
24000.0, 12.69%,160000.0,24000.0,6692.03, 60 months,Fully Paid,Sep-2011
6000.0,  6.62%,40000.0,6000.0,630.65, 36 months,Fully Paid,Sep-2011
6000.0,  8.90%,60000.0,6000.0,693.23, 36 months,Fully Paid,Sep-2011
10825.0, 10.65%,35000.0,10825.0,1864.26, 36 months,Fully Paid,Sep-2011
8500.0,  7.90%,24000.0,8500.0,362.59, 36 months,Fully Paid,Sep-2011
2000.0, 12.42%,30000.0,2000.0,296.75, 36 months,Fully Paid,Sep-2011
16000.0, 11.71%,73000.0,12956.6,5057.71, 60 months,Current,Sep-2011
1000.0,  6.62%,30000.0,230.07,44.25, 36 months,Charged Off,Sep-2011
13000.0,  6.03%,94000.0,13000.0,1243.57, 36 months,Fully Paid,Sep-2011
2000.0, 10.65%,69996.0,2000.0,344.37, 36 months,Fully Paid,Sep-2011
9000.0,  7.90%,61200.0,9000.0,1018.8, 36 months,Fully Paid,Sep-2011
10000.0,  6.62%,100000.0,10000.0,922.76, 36 months,Fully Paid,Sep-2011
15000.0,  6.62%,30000.0,15000.0,1144.67, 36 months,Fully Paid,Sep-2011
5600.0, 15.96%,41000.0,5600.0,1077.16, 36 months,Fully Paid,Sep-2011
22000.0, 10.65%,38000.0,22000.0,2003.32, 60 months,Fully Paid,Sep-2011
30000.0, 13.49%,58000.0,30000.0,10615.91, 60 months,Fully Paid,Sep-2011
4500.0,  6.62%,70000.0,4500.0,472.54, 36 months,Fully Paid,Sep-2011
11900.0, 10.65%,199992.0,11900.0,1346.76, 60 months,Fully Paid,Sep-2011
11425.0,  7.51%,52500.0,11425.0,1369.92, 36 months,Fully Paid,Sep-2011
10000.0, 15.96%,114996.0,7935.5,4425.81, 60 months,Current,Sep-2011
19750.0, 18.25%,40000.0,19750.0,7414.86, 60 months,Fully Paid,Sep-2011
7000.0,  8.90%,100000.0,7000.0,1000.57, 36 months,Fully Paid,Sep-2011
12000.0, 13.49%,51600.0,9630.67,4416.49, 60 months,Current,Sep-2011
35000.0, 13.49%,62000.0,35000.0,12589.6, 60 months,Fully Paid,Sep-2011
10000.0, 14.65%,97000.0,10000.0,582.9, 36 months,Fully Paid,Sep-2011
7000.0,  9.91%,53796.0,7000.0,1080.49, 36 months,Fully Paid,Sep-2011
2000.0,  9.91%,25000.0,1147.64,265.86, 36 months,Charged Off,Sep-2011
4200.0,  8.90%,31200.0,4200.0,598.65, 36 months,Fully Paid,Sep-2011
12000.0, 16.77%,73000.0,936.88,1128.82, 60 months,Charged Off,Sep-2011
22000.0, 10.65%,80000.0,22000.0,3791.67, 36 months,Fully Paid,Sep-2011
8500.0, 15.96%,78000.0,4449.41,1803.76, 36 months,Charged Off,Sep-2011
4375.0,  6.62%,30000.0,4375.0,459.9, 36 months,Fully Paid,Sep-2011
7200.0, 10.65%,24000.0,7200.0,1239.88, 36 months,Fully Paid,Sep-2011
1000.0, 15.27%,32352.0,799.1,244.9, 36 months,Charged Off,Sep-2011
20000.0, 14.65%,61000.0,20000.0,6247.12, 60 months,Fully Paid,Sep-2011
1400.0,  6.03%,30000.0,1400.0,133.8, 36 months,Fully Paid,Sep-2011
24700.0, 17.58%,63000.0,19802.42,12108.59, 60 months,Current,Sep-2011
15000.0, 17.58%,204000.0,15000.0,3297.51, 36 months,Fully Paid,Sep-2011
35000.0, 15.96%,120000.0,35000.01,4817.02, 60 months,Fully Paid,Sep-2011
35000.0, 11.49%,66000.0,10123.13,6577.32, 60 months,Charged Off,Sep-2011
13600.0, 12.42%,91000.0,313.26,140.57, 36 months,Charged Off,Sep-2011
4000.0, 19.03%,19200.0,4000.0,1197.75, 36 months,Fully Paid,Sep-2011
13000.0,  9.91%,38400.0,13000.0,1858.12, 36 months,Fully Paid,Sep-2011
16425.0,  7.90%,79536.0,16425.0,2076.25, 36 months,Fully Paid,Sep-2011
7000.0, 10.65%,90000.0,7000.0,1200.03, 36 months,Fully Paid,Sep-2011
32000.0, 23.52%,80000.0,24530.36,21929.09, 60 months,Current,Sep-2011
15000.0, 15.96%,59800.0,15000.0,3448.52, 36 months,Fully Paid,Sep-2011
7000.0, 16.29%,120000.0,780.44,453.66, 36 months,Charged Off,Sep-2011
10000.0,  7.51%,30000.0,10000.0,1196.91, 36 months,Fully Paid,Sep-2011
6000.0, 11.71%,66000.0,6000.0,1123.36, 36 months,Fully Paid,Sep-2011
4000.0,  6.62%,47088.0,4000.0,375.88, 36 months,Fully Paid,Sep-2011
9800.0,  6.62%,72000.0,9800.0,972.43, 36 months,Fully Paid,Sep-2011
2500.0, 16.29%,22200.0,2500.0,676.01, 36 months,Fully Paid,Sep-2011
25000.0, 12.69%,44828.0,3478.85,2722.18, 60 months,Charged Off,Sep-2011
25200.0, 20.30%,86000.0,2931.96,4436.18, 60 months,Charged Off,Sep-2011
7200.0, 12.69%,52000.0,7200.0,819.9, 36 months,Fully Paid,Sep-2011
20000.0,  6.62%,153936.0,20000.0,2105.04, 36 months,Fully Paid,Sep-2011
18000.0, 23.91%,165000.0,13746.8,12533.1, 60 months,Current,Sep-2011
4000.0,  9.91%,51600.0,4000.0,635.72, 36 months,Fully Paid,Sep-2011
30000.0, 18.64%,166000.0,30000.0,9384.67, 36 months,Fully Paid,Sep-2011
35000.0,  7.90%,85000.0,35000.0,4425.26, 36 months,Fully Paid,Sep-2011
13250.0,  7.90%,60000.0,13250.0,1674.67, 36 months,Fully Paid,Sep-2011
6000.0,  8.90%,53808.0,6000.0,856.94, 36 months,Fully Paid,Sep-2011
10000.0,  9.91%,40000.0,10000.0,1598.04, 36 months,Fully Paid,Sep-2011
14500.0, 11.71%,75000.0,14500.0,1456.11, 60 months,Fully Paid,Sep-2011
30000.0, 23.13%,142000.0,30000.0,4359.91, 60 months,Fully Paid,Sep-2011
7500.0,  7.51%,95000.0,7500.0,446.38, 36 months,Fully Paid,Sep-2011
9600.0, 16.29%,48000.0,9600.0,2578.92, 36 months,Fully Paid,Sep-2011
2800.0,  6.03%,53000.0,2800.0,14.39, 36 months,Fully Paid,Sep-2011
35000.0, 15.96%,150000.0,35000.0,8238.42, 36 months,Fully Paid,Sep-2011
9400.0, 10.65%,95000.0,7636.24,2677.04, 60 months,Current,Sep-2011
5200.0,  6.62%,40000.0,5200.0,543.72, 36 months,Fully Paid,Sep-2011
12800.0,  6.62%,72000.0,12800.0,1347.16, 36 months,Fully Paid,Sep-2011
1700.0, 16.77%,67836.0,1700.0,473.64, 36 months,Fully Paid,Sep-2011
8000.0,  7.51%,51000.0,8000.0,903.55, 36 months,Fully Paid,Sep-2011
10300.0,  9.91%,165000.0,10300.0,690.35, 36 months,Fully Paid,Sep-2011
13125.0, 14.27%,100000.0,10504.95,5142.54, 60 months,Current,Sep-2011
20000.0,  7.90%,80000.0,20000.0,1054.71, 36 months,Fully Paid,Sep-2011
12900.0, 22.74%,72000.0,1858.09,3199.97, 60 months,Charged Off,Sep-2011
6125.0, 14.65%,66000.0,6125.0,1479.07, 36 months,Fully Paid,Sep-2011
26850.0, 12.69%,70099.0,7356.37,4843.54, 60 months,Charged Off,Sep-2011
5000.0,  6.03%,110000.0,5000.0,287.99, 36 months,Fully Paid,Sep-2011
5000.0, 14.27%,115000.0,5000.0,851.38, 36 months,Fully Paid,Sep-2011
3800.0, 12.42%,154008.0,3800.0,1214.22, 60 months,Fully Paid,Sep-2011
20000.0, 15.27%,102000.0,20000.0,997.5, 60 months,Fully Paid,Sep-2011
5000.0, 12.69%,108000.0,5000.0,1033.49, 36 months,Fully Paid,Sep-2011
6000.0,  6.03%,75000.0,6000.0,572.72, 36 months,Fully Paid,Sep-2011
24000.0, 13.49%,124704.0,19775.11,8894.01, 60 months,Current,Sep-2011
5000.0,  7.90%,52000.0,5000.0,634.5, 36 months,Fully Paid,Sep-2011
8000.0,  6.03%,38496.0,8000.0,764.93, 36 months,Fully Paid,Sep-2011
2100.0,  6.62%,61000.0,2100.0,218.75, 36 months,Fully Paid,Sep-2011
12600.0, 12.69%,59000.0,4100.24,2710.96, 60 months,Charged Off,Sep-2011
1300.0,  9.91%,34400.0,1300.0,183.56, 36 months,Fully Paid,Sep-2011
25000.0, 10.65%,75000.0,25000.0,4313.01, 36 months,Fully Paid,Sep-2011
12800.0,  9.91%,262000.0,12800.0,106.48, 36 months,Fully Paid,Sep-2011
2500.0,  6.62%,74000.0,2500.0,261.63, 36 months,Fully Paid,Sep-2011
28800.0, 18.25%,175000.0,28800.0,6400.88, 60 months,Fully Paid,Sep-2011
24000.0,  6.62%,150000.0,24000.0,2524.87, 36 months,Fully Paid,Sep-2011
4800.0, 11.71%,40000.0,4800.0,638.35, 36 months,Fully Paid,Sep-2011
30000.0,  7.90%,120000.0,30000.0,3557.5, 36 months,Fully Paid,Sep-2011
15000.0, 17.58%,78000.0,4471.47,4586.51, 60 months,Charged Off,Sep-2011
7000.0, 10.65%,30996.0,5681.51,1991.21, 60 months,Current,Sep-2011
16000.0,  7.90%,50000.0,16000.0,1846.08, 36 months,Fully Paid,Sep-2011
20000.0, 18.25%,96000.0,15693.86,10262.93, 60 months,Current,Sep-2011
4000.0,  7.51%,40000.0,4000.0,476.91, 36 months,Fully Paid,Sep-2011
9000.0, 10.65%,48000.0,7303.4,2559.31, 60 months,Current,Sep-2011
1500.0, 13.49%,34800.0,1500.0,330.16, 36 months,Fully Paid,Sep-2011
6000.0, 14.65%,92000.0,6000.0,1448.5, 36 months,Fully Paid,Sep-2011
2000.0, 14.27%,37000.0,2000.0,47.18, 36 months,Fully Paid,Sep-2011
2500.0, 10.65%,66000.0,2500.0,167.91, 60 months,Fully Paid,Sep-2011
35000.0, 20.30%,543000.0,35000.0,2330.6, 60 months,Fully Paid,Sep-2011
3000.0, 15.27%,18000.0,3000.0,747.56, 36 months,Fully Paid,Sep-2011
18000.0, 11.71%,95000.0,18000.0,3307.5, 36 months,Fully Paid,Sep-2011
6000.0, 12.42%,72000.0,6000.0,1216.23, 36 months,Fully Paid,Sep-2011
10000.0,  6.62%,66000.0,10000.0,1046.78, 36 months,Fully Paid,Sep-2011
14000.0,  6.03%,104800.0,14000.0,1332.73, 36 months,Fully Paid,Sep-2011
35000.0, 11.71%,130000.0,27000.0,7505.67, 60 months,Fully Paid,Sep-2011
6000.0,  8.90%,51600.0,6000.0,807.52, 36 months,Fully Paid,Sep-2011
14000.0,  6.03%,90000.0,14000.0,1339.23, 36 months,Fully Paid,Sep-2011
4300.0,  7.90%,30000.0,4300.0,486.36, 36 months,Fully Paid,Sep-2011
12000.0,  6.03%,90000.0,12000.0,1147.81, 36 months,Fully Paid,Sep-2011
8800.0,  8.90%,60000.0,8800.0,1257.9, 36 months,Fully Paid,Sep-2011
19500.0, 13.49%,90000.0,15663.99,7185.12, 60 months,Current,Sep-2011
10000.0,  6.03%,57600.0,10000.0,956.51, 36 months,Fully Paid,Sep-2011
21600.0, 12.69%,60000.0,21600.0,4955.25, 60 months,Fully Paid,Sep-2011
15000.0, 12.69%,42000.0,15000.0,2781.37, 60 months,Fully Paid,Sep-2011
4000.0, 14.65%,38000.0,4000.0,642.21, 36 months,Fully Paid,Sep-2011
5000.0,  7.90%,64600.0,5000.0,631.4, 36 months,Fully Paid,Sep-2011
12800.0, 15.96%,60000.0,12800.01,2746.29, 60 months,Fully Paid,Sep-2011
12000.0, 16.29%,133000.0,4299.55,2046.5, 36 months,Charged Off,Sep-2011
30000.0, 12.69%,900000.0,30000.0,5166.43, 36 months,Fully Paid,Sep-2011
30000.0,  6.62%,286000.0,30000.0,3158.11, 36 months,Fully Paid,Sep-2011
15600.0, 17.27%,87000.0,1715.36,1072.39, 36 months,Charged Off,Sep-2011
30000.0,  7.90%,125004.0,30000.0,3791.73, 36 months,Fully Paid,Sep-2011
35000.0, 22.35%,100000.0,3115.69,5631.41, 60 months,Charged Off,Sep-2011
3500.0, 17.27%,21600.0,3500.0,665.35, 36 months,Fully Paid,Sep-2011
4000.0, 14.65%,21158.0,2259.81,1422.09, 60 months,Charged Off,Sep-2011
7275.0,  6.03%,36000.0,7275.0,266.43, 36 months,Fully Paid,Sep-2011
6825.0,  8.90%,38400.0,6825.0,972.82, 36 months,Fully Paid,Sep-2011
28000.0, 21.28%,57996.0,4859.33,7328.51, 60 months,Charged Off,Sep-2011
5000.0,  6.03%,45000.0,5000.0,261.44, 36 months,Fully Paid,Sep-2011
14775.0,  6.62%,36000.0,14775.0,1554.0, 36 months,Fully Paid,Sep-2011
12500.0,  6.03%,85000.0,12500.0,1195.61, 36 months,Fully Paid,Sep-2011
6000.0,  6.03%,19200.0,6000.0,422.19, 36 months,Fully Paid,Sep-2011
20000.0, 13.49%,75000.0,20000.0,5955.08, 60 months,Fully Paid,Sep-2011
21000.0, 12.42%,90000.0,21000.0,2563.93, 36 months,Fully Paid,Sep-2011
12000.0,  6.62%,85000.0,12000.0,1261.8, 36 months,Fully Paid,Sep-2011
1000.0,  7.90%,35000.0,1000.0,104.03, 36 months,Fully Paid,Sep-2011
30000.0,  9.91%,750000.0,30000.0,3473.22, 36 months,Fully Paid,Sep-2011
6000.0,  6.03%,75000.0,6000.0,573.6, 36 months,Fully Paid,Sep-2011
4000.0,  8.90%,28000.0,4000.0,379.22, 36 months,Fully Paid,Sep-2011
20000.0, 13.49%,75000.0,20000.0,2805.76, 36 months,Fully Paid,Sep-2011
4500.0, 13.49%,36000.0,4500.0,489.67, 36 months,Fully Paid,Sep-2011
8000.0,  7.90%,40000.0,8000.0,738.49, 36 months,Fully Paid,Sep-2011
14000.0, 19.03%,38000.0,14000.0,439.74, 60 months,Fully Paid,Sep-2011
2000.0,  7.90%,80000.0,2000.0,240.87, 36 months,Fully Paid,Sep-2011
11325.0, 12.69%,36000.0,11325.0,2345.29, 36 months,Fully Paid,Sep-2011
2500.0, 14.65%,62000.0,2500.0,198.94, 36 months,Fully Paid,Sep-2011
35000.0, 18.64%,150000.0,35000.0,10949.55, 36 months,Fully Paid,Sep-2011
6000.0, 15.96%,61400.0,6000.0,1585.36, 36 months,Fully Paid,Sep-2011
5000.0,  8.90%,120000.0,5000.0,408.3, 36 months,Fully Paid,Sep-2011
7200.0,  6.62%,182004.0,7200.0,755.75, 36 months,Fully Paid,Sep-2011
8000.0, 15.27%,128000.0,985.24,761.86, 36 months,Charged Off,Sep-2011
27000.0, 11.71%,75000.0,27000.0,6492.27, 60 months,Fully Paid,Sep-2011
10000.0, 11.71%,48000.0,704.8,285.26, 36 months,Charged Off,Sep-2011
6000.0, 12.42%,180000.0,6000.0,1194.95, 36 months,Fully Paid,Sep-2011
7400.0, 12.69%,80000.0,7400.0,260.26, 36 months,Fully Paid,Sep-2011
5600.0, 16.77%,40800.0,5600.0,1485.06, 36 months,Fully Paid,Sep-2011
9750.0, 14.27%,82248.0,6600.84,2079.52, 36 months,Charged Off,Sep-2011
35000.0, 12.42%,65000.0,29775.0,1210.97, 60 months,Fully Paid,Sep-2011
4000.0,  7.90%,36000.0,4000.0,233.54, 36 months,Fully Paid,Sep-2011
16425.0, 11.71%,85000.0,16425.0,474.22, 60 months,Fully Paid,Sep-2011
7200.0,  6.62%,74004.0,7200.0,633.36, 36 months,Fully Paid,Sep-2011
3600.0,  6.62%,24000.0,2619.67,350.6, 36 months,Charged Off,Sep-2011
6000.0, 10.65%,43000.0,6000.0,1033.29, 36 months,Fully Paid,Sep-2011
25000.0,  9.91%,54000.0,25000.0,6347.15, 60 months,Fully Paid,Sep-2011
15000.0,  9.91%,60000.0,12252.24,3967.44, 60 months,Current,Sep-2011
8000.0, 12.69%,65000.0,8000.0,1598.29, 36 months,Fully Paid,Sep-2011
11000.0, 10.65%,52500.0,11000.0,2580.55, 60 months,Fully Paid,Sep-2011
11100.0,  6.03%,75000.0,11100.0,1061.9, 36 months,Fully Paid,Sep-2011
15000.0, 13.49%,44200.0,15000.0,5216.49, 60 months,Fully Paid,Sep-2011
12000.0, 15.27%,85000.0,12000.0,2123.91, 36 months,Fully Paid,Sep-2011
8000.0,  6.03%,35000.0,8000.0,646.21, 36 months,Fully Paid,Sep-2011
10000.0, 11.71%,66000.0,10000.0,413.37, 36 months,Fully Paid,Sep-2011
4800.0, 12.42%,39600.0,4800.0,971.62, 36 months,Fully Paid,Sep-2011
7200.0, 11.71%,14400.0,679.22,270.26, 36 months,Charged Off,Sep-2011
2000.0, 15.27%,80000.0,2000.0,505.39, 36 months,Fully Paid,Sep-2011
6000.0,  6.03%,80000.0,6000.0,289.29, 36 months,Fully Paid,Sep-2011
18000.0, 19.91%,85000.0,18000.0,8892.16, 60 months,Fully Paid,Sep-2011
5950.0, 13.49%,20124.6,5950.0,1314.02, 36 months,Fully Paid,Sep-2011
6000.0,  7.90%,38400.0,4196.18,689.39, 36 months,Charged Off,Sep-2011
3600.0, 15.27%,60000.0,3600.0,909.7, 36 months,Fully Paid,Sep-2011
3000.0,  7.51%,57000.0,3000.0,165.81, 36 months,Fully Paid,Sep-2011
